monthly_upi_transactions,avg_transaction_amount,bill_payment_timeliness,mobile_recharge_frequency,age,location_type,income,occupation,savings_ratio,spending_ratio,payment_delay_days,loan_repaid,digital_activity_score,financial_discipline_score,is_underbanked
22,50.0,0.747,7,33,urban,45141.33,nurse,0.01,0.56,13,0,1.1,0.3785,0
28,973.25,0.892,13,48,urban,51952.12,teacher,0.117,0.818,3,1,27.251,0.5045000000000001,0
29,833.12,0.779,1,59,rural,28035.63,farmer,0.229,0.762,8,1,24.16048,0.504,0
20,740.57,0.302,9,27,urban,6000.0,student,0.228,0.393,4,1,14.8114,0.265,0
23,430.57,0.804,7,49,rural,56331.08,gig_worker,0.172,0.526,0,0,9.90311,0.488,0
20,50.0,0.694,2,51,rural,9684.08,farmer,0.183,0.836,9,1,1.0,0.4385,0
19,1336.92,0.94,5,26,rural,62188.82,driver,0.221,0.353,11,0,25.401480000000003,0.5805,0
15,1164.7,0.849,11,34,urban,55514.65,nurse,0.407,0.513,13,1,17.4705,0.628,0
20,821.08,0.694,10,28,urban,26708.62,driver,0.166,0.873,11,0,16.4216,0.43,0
23,964.76,0.702,15,49,urban,34150.39,nurse,0.199,0.515,4,0,22.18948,0.4505,0
28,774.65,0.851,2,27,rural,41792.31,student,0.026,0.379,21,0,21.6902,0.4385,0
16,1341.1,0.813,7,39,rural,25400.92,gig_worker,0.291,0.546,7,1,21.4576,0.5519999999999999,0
10,750.63,0.76,9,34,rural,51729.36,teacher,0.211,0.552,8,1,7.5063,0.4855,0
30,834.18,0.799,4,21,rural,53316.06,nurse,0.14,0.58,0,1,25.025399999999998,0.46950000000000003,0
16,923.65,0.894,3,42,urban,16026.69,student,0.043,0.619,3,0,14.7784,0.4685,0
21,657.55,0.522,6,38,rural,27184.04,farmer,0.272,0.753,16,0,13.808549999999999,0.397,0
19,803.62,1.0,8,54,rural,41337.48,teacher,0.056,0.922,11,0,15.268780000000001,0.528,0
22,784.18,0.739,8,55,urban,62530.45,gig_worker,0.3,0.468,0,1,17.25196,0.5195,0
29,507.4,1.0,8,18,urban,53741.13,farmer,0.489,0.495,0,1,14.714599999999999,0.7444999999999999,0
11,373.56,1.0,5,42,rural,6000.0,teacher,0.393,0.84,11,1,4.10916,0.6965,0
13,751.19,0.921,13,53,rural,36744.1,nurse,0.225,0.964,4,0,9.76547,0.5730000000000001,0
19,698.59,0.475,11,34,urban,50508.13,nurse,0.314,0.424,18,1,13.27321,0.39449999999999996,0
17,1379.24,0.61,13,58,rural,27600.72,farmer,0.116,0.707,30,1,23.447080000000003,0.363,0
33,368.91,0.896,12,41,urban,26206.58,small_business,0.023,0.773,9,1,12.17403,0.4595,0
32,571.02,0.699,6,19,urban,28554.82,nurse,0.24,0.659,12,1,18.27264,0.4695,0
26,942.26,1.0,12,57,rural,36456.41,student,0.13,0.379,12,0,24.498759999999997,0.565,0
22,1049.1,0.687,13,32,rural,24376.32,small_business,0.014,0.965,4,1,23.080199999999998,0.35050000000000003,0
18,780.46,0.92,2,49,rural,53878.75,teacher,0.01,0.24,2,0,14.04828,0.465,0
20,1259.24,0.8,6,56,urban,26507.37,small_business,0.175,0.275,0,0,25.1848,0.48750000000000004,0
14,797.77,0.827,14,23,urban,23349.14,farmer,0.369,0.737,13,1,11.168779999999998,0.598,0
20,415.84,0.935,13,18,urban,34823.55,driver,0.196,0.613,6,1,8.316799999999999,0.5655,0
20,830.39,0.258,5,40,urban,68620.5,driver,0.189,0.827,0,0,16.6078,0.2235,0
20,1222.59,0.814,3,56,urban,51455.04,farmer,0.212,0.375,4,0,24.4518,0.513,0
19,1336.2,0.982,8,34,urban,52599.55,artisan,0.077,0.718,5,0,25.3878,0.5295,0
24,1322.25,0.608,4,51,urban,47152.52,student,0.154,1.011,0,1,31.734,0.381,0
21,946.84,0.938,14,58,urban,24954.34,driver,0.408,0.561,0,0,19.88364,0.6729999999999999,0
8,981.3,0.779,2,46,rural,30478.82,farmer,0.449,0.81,9,0,7.8504,0.614,0
20,1144.9,0.702,11,26,urban,27420.07,nurse,0.377,0.789,1,1,22.898,0.5395,0
24,50.0,0.775,3,30,urban,61648.08,small_business,0.336,0.637,1,1,1.2,0.5555,0
17,491.14,1.0,2,23,rural,47316.06,driver,0.452,0.986,4,1,8.34938,0.726,0
15,999.34,0.851,2,23,urban,11988.5,nurse,0.057,0.685,0,0,14.9901,0.454,0
19,357.06,0.594,3,37,rural,68147.76,driver,0.628,0.581,0,1,6.784140000000001,0.611,0
14,1425.74,0.873,13,20,urban,36024.87,teacher,0.01,0.693,0,0,19.96036,0.4415,0
24,1383.75,0.828,7,34,urban,53760.8,farmer,0.171,0.253,19,0,33.21,0.4995,0
15,579.03,1.0,10,29,urban,60942.08,farmer,0.01,0.337,14,0,8.68545,0.505,0
25,396.8,0.807,14,18,urban,6000.0,student,0.333,0.667,8,0,9.92,0.5700000000000001,0
18,1065.01,1.0,1,34,rural,50182.76,nurse,0.045,0.778,13,0,19.170180000000002,0.5225,0
17,211.45,0.832,10,20,rural,37453.63,artisan,0.061,0.48,14,1,3.5946499999999997,0.4465,0
28,919.9,0.891,6,43,urban,6000.0,teacher,0.426,0.349,0,1,25.7572,0.6585,0
21,2265.13,0.688,11,32,urban,21614.51,small_business,0.183,0.564,0,1,47.567730000000005,0.4355,0
13,345.79,0.922,1,53,rural,33817.05,student,0.316,0.645,3,0,4.4952700000000005,0.619,0
22,458.93,1.0,3,49,urban,57221.72,teacher,0.15,1.028,6,0,10.09646,0.575,0
26,541.27,1.0,12,49,rural,38827.72,artisan,0.078,0.761,0,0,14.07302,0.539,0
33,401.0,0.62,4,21,urban,44666.18,teacher,0.354,0.792,11,1,13.233,0.487,0
19,426.35,0.513,13,35,rural,35589.69,gig_worker,0.246,0.976,9,0,8.10065,0.3795,0
28,1709.5,0.888,8,36,urban,61582.28,small_business,0.252,1.036,15,0,47.866,0.5700000000000001,0
16,881.36,0.776,2,60,urban,51378.56,student,0.131,0.834,3,0,14.10176,0.4535,0
25,1304.68,0.667,15,52,rural,44931.4,small_business,0.195,0.837,1,0,32.617,0.43100000000000005,0
26,1449.72,1.0,7,57,rural,21423.61,teacher,0.13,0.549,23,1,37.69272,0.565,0
20,50.0,1.0,3,31,urban,44157.11,student,0.334,0.625,2,1,1.0,0.667,0
16,465.34,0.493,1,50,rural,92073.69,driver,0.225,0.551,3,1,7.44544,0.359,0
27,396.57,0.679,6,31,rural,56314.81,gig_worker,0.313,0.807,3,0,10.70739,0.496,0
15,50.0,0.587,2,51,urban,28691.83,driver,0.172,0.772,13,0,0.75,0.37949999999999995,0
26,1062.98,0.671,13,21,rural,75344.28,teacher,0.489,0.907,13,1,27.63748,0.5800000000000001,0
18,1001.84,1.0,3,41,urban,27898.91,driver,0.21,0.855,5,1,18.03312,0.605,0
19,1511.17,0.866,14,46,rural,54857.47,small_business,0.273,0.609,15,0,28.71223,0.5695,0
24,1087.06,0.97,6,36,rural,41168.4,student,0.307,0.76,24,0,26.08944,0.6385,0
20,50.0,1.0,3,23,urban,45278.32,small_business,0.095,1.019,3,1,1.0,0.5475,0
10,498.99,0.881,12,50,urban,45938.93,driver,0.168,0.658,0,0,4.9899,0.5245,0
29,535.19,0.65,5,57,urban,37543.77,student,0.305,0.7,6,1,15.520510000000002,0.47750000000000004,0
16,1105.68,0.913,14,36,urban,34991.89,small_business,0.01,0.636,10,0,17.69088,0.4615,0
28,50.0,0.801,3,18,rural,18296.99,farmer,0.284,0.715,10,1,1.4,0.5425,0
21,1121.98,0.79,12,22,urban,21749.66,small_business,0.01,0.731,1,0,23.561580000000003,0.4,0
33,1244.05,0.671,7,44,urban,48011.35,teacher,0.01,0.857,6,0,41.053650000000005,0.3405,0
17,724.91,0.993,7,33,rural,29711.14,nurse,0.055,0.582,11,0,12.323469999999999,0.524,0
30,450.5,0.91,12,23,rural,25619.82,driver,0.29,0.728,1,1,13.515,0.6,0
17,1439.08,0.972,1,57,urban,92891.83,gig_worker,0.617,0.458,12,1,24.46436,0.7945,0
15,158.22,0.652,6,30,rural,86808.22,artisan,0.029,0.471,0,1,2.3733,0.3405,0
21,1422.85,1.0,13,52,rural,52454.83,driver,0.23,0.858,12,0,29.879849999999998,0.615,0
15,1304.29,0.883,13,36,rural,54987.21,artisan,0.368,0.422,5,1,19.564349999999997,0.6255,0
22,1130.34,0.991,15,29,rural,27376.5,artisan,0.297,0.775,22,0,24.86748,0.644,0
18,1758.41,0.679,3,33,rural,20665.66,small_business,0.118,0.525,5,0,31.65138,0.3985,0
15,858.47,0.849,7,60,urban,35873.96,small_business,0.323,0.45,14,1,12.87705,0.586,0
21,1160.5,1.0,1,27,urban,42005.34,student,0.143,0.76,7,1,24.3705,0.5715,0
18,825.97,0.926,10,42,rural,54835.4,student,0.199,1.1,15,0,14.867460000000001,0.5625,0
17,689.4,0.8,3,37,rural,9053.94,nurse,0.087,0.762,17,0,11.7198,0.4435,0
12,1114.34,0.918,12,48,rural,80650.45,nurse,0.382,0.606,9,1,13.372079999999999,0.65,0
23,698.33,0.648,10,21,rural,46464.44,gig_worker,0.264,0.562,8,1,16.06159,0.456,0
18,881.28,0.943,2,40,urban,14087.46,teacher,0.176,0.521,15,1,15.86304,0.5595,0
19,884.0,0.984,14,19,rural,44834.55,farmer,0.269,0.641,13,1,16.796,0.6265000000000001,0
13,647.58,0.901,8,39,rural,25755.88,teacher,0.234,0.838,0,0,8.41854,0.5675,0
17,1217.32,0.806,8,54,rural,24494.28,student,0.266,0.701,15,0,20.69444,0.536,0
27,50.0,0.883,11,25,urban,22876.77,gig_worker,0.336,0.647,20,1,1.35,0.6095,0
28,502.44,0.813,14,24,urban,37383.25,driver,0.267,0.384,16,1,14.06832,0.54,0
22,363.18,0.789,9,31,rural,79848.88,small_business,0.097,0.447,5,1,7.98996,0.443,0
25,1003.59,0.958,13,20,urban,43667.98,teacher,0.01,0.489,0,1,25.08975,0.484,0
18,731.14,1.0,9,33,rural,54490.02,artisan,0.334,0.616,1,0,13.16052,0.667,0
10,140.59,0.854,11,36,urban,58893.26,small_business,0.136,0.663,13,0,1.4059000000000001,0.495,0
23,1085.04,0.724,13,35,rural,39394.39,small_business,0.388,0.983,0,0,24.95592,0.556,0
23,963.74,0.649,2,33,rural,21101.64,teacher,0.01,0.72,16,0,22.16602,0.3295,0
20,868.23,0.702,7,25,rural,13222.65,teacher,0.081,0.608,20,0,17.3646,0.39149999999999996,0
16,1240.33,1.0,7,50,urban,35025.86,artisan,0.202,0.83,10,0,19.84528,0.601,0
27,1111.0,1.0,4,29,rural,62590.85,student,0.236,0.852,14,1,29.997,0.618,0
22,733.47,0.993,6,28,rural,58837.06,artisan,0.362,0.702,5,1,16.13634,0.6775,0
17,1058.11,1.0,1,22,urban,46614.85,nurse,0.377,0.65,7,1,17.987869999999997,0.6885,0
27,1534.78,0.724,14,44,rural,48999.82,student,0.212,0.934,6,1,41.43906,0.46799999999999997,0
23,773.31,1.0,6,29,urban,39537.16,gig_worker,0.333,0.718,4,0,17.786129999999996,0.6665,0
16,1473.23,1.0,15,34,urban,33333.32,gig_worker,0.01,0.46,11,1,23.57168,0.505,0
20,1797.6,0.804,13,23,urban,28712.7,artisan,0.17,0.617,16,0,35.952,0.48700000000000004,0
20,1015.01,0.607,1,50,rural,15513.9,farmer,0.341,0.75,3,0,20.3002,0.474,0
16,347.27,0.56,5,22,urban,74348.26,student,0.231,0.609,7,0,5.5563199999999995,0.3955,0
24,701.35,0.893,4,45,rural,45080.18,artisan,0.438,0.778,9,0,16.8324,0.6655,0
22,931.41,0.733,6,31,urban,34035.63,nurse,0.079,0.415,6,1,20.49102,0.40599999999999997,0
24,860.08,0.88,11,22,urban,74781.0,farmer,0.354,0.837,7,1,20.641920000000002,0.617,0
13,914.43,0.771,15,50,rural,78215.68,teacher,0.147,0.609,1,1,11.88759,0.459,0
13,1457.49,0.62,11,58,rural,91412.85,gig_worker,0.294,0.578,8,0,18.94737,0.45699999999999996,0
21,424.96,1.0,5,36,rural,37530.11,gig_worker,0.09,0.829,9,0,8.92416,0.545,0
28,1034.06,0.63,5,39,urban,43894.15,farmer,0.242,0.67,6,1,28.95368,0.436,0
15,1310.64,0.701,3,22,urban,53717.21,driver,0.351,0.576,11,1,19.6596,0.526,0
15,724.61,0.819,10,19,rural,71919.33,nurse,0.336,0.654,6,1,10.86915,0.5775,0
19,337.02,0.846,15,47,rural,43116.42,nurse,0.238,0.654,1,0,6.403379999999999,0.542,0
13,747.32,0.537,2,56,urban,24299.61,nurse,0.343,0.588,15,1,9.71516,0.44000000000000006,0
15,329.27,0.968,7,21,urban,28439.17,gig_worker,0.317,0.739,13,1,4.939049999999999,0.6425,0
23,496.73,0.94,10,50,rural,63193.77,small_business,0.175,0.666,10,1,11.424790000000002,0.5575,0
22,1140.7,1.0,15,30,urban,53178.63,gig_worker,0.248,0.829,20,0,25.0954,0.624,0
23,982.18,0.872,12,37,rural,38887.62,small_business,0.352,0.388,0,0,22.590139999999998,0.612,0
20,1206.01,0.803,8,24,urban,37703.76,gig_worker,0.499,0.69,4,0,24.1202,0.651,0
22,1091.91,0.654,5,32,urban,38888.42,student,0.303,0.921,0,1,24.02202,0.47850000000000004,0
21,746.99,0.591,9,40,rural,64302.7,teacher,0.047,0.585,21,0,15.68679,0.319,0
27,345.01,0.787,1,31,urban,27798.85,gig_worker,0.28,0.641,16,1,9.31527,0.5335000000000001,0
12,1011.84,0.583,13,40,urban,20158.6,student,0.497,0.925,9,1,12.14208,0.54,0
18,582.78,0.968,3,36,rural,74702.56,student,0.123,0.26,9,1,10.490039999999999,0.5455,0
15,780.34,0.743,8,46,urban,42450.98,teacher,0.024,0.963,0,0,11.7051,0.3835,0
25,492.55,1.0,5,37,urban,40572.08,student,0.296,0.775,9,0,12.31375,0.648,0
26,1301.96,0.872,2,46,rural,54077.86,small_business,0.229,0.68,0,1,33.85096,0.5505,0
17,50.0,0.879,10,41,urban,24199.61,nurse,0.233,0.852,20,0,0.85,0.556,0
20,1107.6,0.644,9,35,urban,55508.93,small_business,0.19,0.628,12,0,22.152,0.41700000000000004,0
16,924.56,0.937,13,27,urban,35110.91,farmer,0.137,0.489,17,1,14.792959999999999,0.537,0
18,1293.43,0.898,1,58,rural,62262.11,nurse,0.113,0.618,0,0,23.281740000000003,0.5055000000000001,0
17,238.72,0.472,3,25,rural,14392.79,gig_worker,0.264,0.613,10,0,4.05824,0.368,0
14,826.98,1.0,14,43,rural,50111.99,gig_worker,0.327,0.602,0,0,11.577720000000001,0.6635,0
22,636.09,0.977,14,46,urban,37837.81,gig_worker,0.167,0.728,2,1,13.99398,0.572,0
17,770.91,0.677,14,27,rural,29316.42,gig_worker,0.417,0.693,17,0,13.105469999999999,0.547,0
19,858.81,0.989,4,34,rural,55884.2,gig_worker,0.226,0.718,7,0,16.31739,0.6075,0
18,610.22,0.745,7,19,urban,39330.21,small_business,0.335,0.94,4,1,10.983960000000002,0.54,0
26,795.9,0.704,4,23,rural,50388.23,artisan,0.156,0.628,11,0,20.693399999999997,0.43,0
28,1469.51,0.883,11,22,rural,64782.81,teacher,0.242,0.933,21,1,41.14628,0.5625,0
26,1573.61,0.998,2,45,rural,56246.92,artisan,0.273,0.91,11,1,40.91386,0.6355,0
27,969.36,1.0,2,58,rural,22553.32,small_business,0.204,0.308,13,0,26.17272,0.602,0
21,1583.25,1.0,10,22,urban,32248.57,driver,0.045,0.467,6,1,33.24825,0.5225,0
17,128.09,0.534,1,35,urban,50267.24,student,0.411,0.454,6,1,2.1775300000000004,0.47250000000000003,0
15,1252.39,0.505,7,43,urban,56289.78,artisan,0.199,0.965,0,0,18.785850000000003,0.352,0
17,956.21,0.743,14,37,urban,34962.79,small_business,0.01,0.672,0,1,16.25557,0.3765,0
9,664.47,0.658,9,58,urban,45561.36,student,0.149,0.604,21,1,5.980230000000001,0.4035,0
27,1156.54,1.0,12,44,rural,45448.57,nurse,0.459,0.449,11,0,31.22658,0.7295,0
30,928.23,0.87,10,29,urban,47956.19,gig_worker,0.401,0.864,12,1,27.8469,0.6355,0
15,550.33,0.782,2,24,urban,20778.95,small_business,0.261,0.614,5,1,8.254950000000001,0.5215000000000001,0
16,1199.75,0.722,7,20,rural,16529.42,artisan,0.347,0.301,8,0,19.196,0.5345,0
35,827.44,0.856,14,27,urban,6000.0,teacher,0.432,0.986,12,1,28.9604,0.644,0
22,492.81,0.439,15,51,rural,43900.1,artisan,0.237,0.674,17,1,10.84182,0.33799999999999997,0
21,1255.26,0.982,8,42,rural,17444.58,gig_worker,0.379,0.899,16,0,26.36046,0.6805,0
23,50.0,1.0,3,52,urban,80461.06,artisan,0.101,0.68,7,1,1.15,0.5505,0
22,1671.55,0.511,4,33,urban,53774.09,farmer,0.06,0.588,13,1,36.7741,0.2855,0
23,1303.33,0.925,14,19,urban,20726.4,driver,0.223,0.677,8,1,29.976589999999998,0.5740000000000001,0
13,50.0,0.901,9,41,rural,62432.35,nurse,0.331,0.758,11,1,0.65,0.616,0
23,1456.92,0.916,4,27,urban,62474.97,teacher,0.409,0.551,15,1,33.50916,0.6625,0
24,892.5,0.914,6,55,rural,63937.03,driver,0.205,0.353,13,0,21.42,0.5595,0
22,50.0,0.629,8,39,rural,27454.71,small_business,0.096,0.275,4,0,1.1,0.3625,0
19,50.0,0.795,10,43,urban,54888.98,driver,0.544,0.69,12,0,0.95,0.6695,0
20,1136.24,0.977,2,60,rural,64242.01,gig_worker,0.191,0.746,21,1,22.7248,0.584,0
18,303.74,0.516,1,56,urban,70275.43,gig_worker,0.069,0.649,0,1,5.46732,0.2925,0
37,412.52,0.84,7,44,rural,14572.63,farmer,0.307,0.502,8,1,15.26324,0.5735,0
16,902.63,0.923,1,46,urban,38082.59,student,0.726,0.586,1,1,14.44208,0.8245,0
17,1102.9,0.755,4,55,rural,26807.83,driver,0.234,0.692,8,1,18.7493,0.4945,0
15,956.34,0.905,5,37,urban,75554.24,artisan,0.232,0.736,13,0,14.3451,0.5685,0
19,396.77,0.827,2,44,rural,50839.03,driver,0.333,0.664,3,0,7.5386299999999995,0.58,0
22,475.03,0.781,10,58,urban,58042.46,gig_worker,0.361,0.556,1,1,10.45066,0.571,0
18,319.69,0.743,13,37,urban,50574.4,student,0.044,0.923,18,1,5.75442,0.3935,0
15,965.2,1.0,4,36,rural,48755.14,small_business,0.444,0.519,10,1,14.478,0.722,0
17,939.93,0.799,11,37,urban,26460.81,small_business,0.202,0.503,15,1,15.97881,0.5005000000000001,0
15,1049.17,0.666,11,52,rural,33962.83,nurse,0.23,0.617,14,0,15.73755,0.448,0
13,942.0,0.592,10,19,rural,43287.28,artisan,0.05,0.892,1,0,12.246,0.321,0
22,906.44,0.548,11,47,urban,30325.46,artisan,0.171,0.8,15,0,19.94168,0.35950000000000004,0
12,1296.71,0.559,7,51,urban,27002.91,small_business,0.434,0.67,4,1,15.56052,0.49650000000000005,0
9,898.76,0.738,4,39,urban,38297.81,driver,0.392,0.49,3,1,8.08884,0.565,0
17,1291.92,0.797,11,20,rural,31107.41,farmer,0.289,0.522,15,1,21.96264,0.543,0
20,653.75,0.764,1,23,urban,42896.71,small_business,0.01,0.63,0,0,13.075,0.387,0
13,456.73,0.67,12,32,urban,34028.33,artisan,0.112,0.602,0,0,5.9374899999999995,0.391,0
17,1450.39,0.722,13,44,urban,29672.54,artisan,0.285,0.591,4,0,24.65663,0.5035,0
24,615.13,0.941,10,27,urban,25302.77,gig_worker,0.156,0.931,0,1,14.763119999999999,0.5485,0
30,795.31,1.0,4,26,rural,42109.73,gig_worker,0.318,1.234,8,1,23.859299999999998,0.659,0
23,436.29,1.0,11,50,urban,57989.37,nurse,0.34,0.543,4,1,10.03467,0.67,0
16,1843.62,0.827,12,49,rural,53715.69,student,0.431,0.799,9,1,29.497919999999997,0.629,0
20,84.66,1.0,6,23,rural,14515.62,nurse,0.01,0.843,21,1,1.6931999999999998,0.505,0
18,1341.31,0.847,13,58,rural,57475.51,driver,0.165,0.586,0,1,24.143579999999996,0.506,0
34,50.0,1.0,14,53,urban,53588.56,small_business,0.105,0.539,0,1,1.7,0.5525,0
19,660.93,0.926,12,19,rural,57970.92,small_business,0.135,0.514,4,1,12.557669999999998,0.5305,0
33,1220.13,0.828,5,46,rural,61505.02,nurse,0.208,0.781,2,1,40.26429,0.518,0
12,1689.68,0.462,13,21,urban,28902.23,small_business,0.257,0.782,7,0,20.27616,0.35950000000000004,0
21,730.61,0.793,4,18,urban,36603.55,driver,0.318,0.877,19,0,15.34281,0.5555,0
17,579.75,0.674,2,36,urban,74228.34,farmer,0.104,1.064,20,0,9.85575,0.389,0
18,951.83,0.754,15,43,urban,73158.73,student,0.172,0.777,4,0,17.13294,0.46299999999999997,0
20,1675.62,1.0,10,42,urban,40621.41,gig_worker,0.239,0.7,1,1,33.51239999999999,0.6194999999999999,0
29,934.88,0.896,11,27,rural,52856.01,driver,0.231,0.514,1,1,27.11152,0.5635,0
32,1105.41,1.0,6,32,urban,54430.8,small_business,0.135,0.82,10,1,35.37312,0.5675,0
15,530.02,0.923,12,39,urban,73637.6,driver,0.128,0.153,7,1,7.9502999999999995,0.5255000000000001,0
27,1304.57,0.647,6,38,rural,48215.05,gig_worker,0.191,0.607,8,1,35.22339,0.41900000000000004,0
27,66.84,1.0,6,39,urban,41564.79,teacher,0.01,0.308,4,0,1.80468,0.505,0
30,1476.36,0.789,4,53,rural,33431.89,artisan,0.025,0.621,9,1,44.2908,0.40700000000000003,0
22,1514.45,1.0,8,51,urban,98403.66,gig_worker,0.192,0.825,21,0,33.3179,0.596,0
23,1860.39,1.0,1,47,rural,19344.82,artisan,0.231,0.994,17,0,42.78897,0.6155,0
21,1513.39,0.575,10,42,urban,42905.02,gig_worker,0.396,0.252,24,0,31.781190000000002,0.4855,0
19,580.23,0.803,8,45,rural,83643.6,teacher,0.01,0.903,8,0,11.024370000000001,0.40650000000000003,0
12,1582.73,0.946,8,18,rural,27604.62,small_business,0.286,0.63,0,0,18.99276,0.616,0
12,1415.1,0.77,5,21,urban,6000.0,small_business,0.431,0.675,0,0,16.981199999999998,0.6005,0
16,487.63,1.0,9,24,urban,6000.0,student,0.263,0.835,12,0,7.80208,0.6315,0
25,954.23,0.868,12,26,rural,27704.15,farmer,0.119,0.655,0,0,23.85575,0.4935,0
18,50.0,0.931,9,53,urban,10267.17,gig_worker,0.169,0.544,20,1,0.9,0.55,0
26,160.31,1.0,10,36,rural,60669.01,driver,0.493,0.577,8,1,4.1680600000000005,0.7464999999999999,0
19,1260.48,0.572,4,18,rural,46826.59,farmer,0.389,0.528,6,0,23.94912,0.4805,0
18,1667.47,0.741,14,27,urban,6000.0,small_business,0.124,0.704,7,0,30.01446,0.4325,0
17,1262.41,0.647,14,53,urban,13283.68,small_business,0.106,0.907,9,0,21.46097,0.3765,0
15,877.68,0.898,2,26,urban,64322.53,student,0.281,0.835,14,0,13.165199999999999,0.5895,0
16,333.46,1.0,1,59,urban,45476.86,student,0.288,0.697,7,1,5.33536,0.644,0
27,1172.18,0.632,8,49,rural,67805.36,student,0.432,0.561,9,1,31.64886,0.532,0
22,50.0,0.566,8,49,rural,62142.19,nurse,0.189,0.735,11,0,1.1,0.37749999999999995,0
23,1107.48,0.852,11,23,urban,21290.63,farmer,0.01,1.004,9,0,25.47204,0.431,0
19,399.18,1.0,7,55,urban,57875.43,small_business,0.179,0.512,0,1,7.58442,0.5895,0
29,1227.66,0.678,13,34,urban,52131.32,teacher,0.148,0.815,4,1,35.60214,0.41300000000000003,0
27,1251.88,0.637,13,27,urban,6689.02,artisan,0.01,0.757,15,1,33.800760000000004,0.3235,0
31,567.27,1.0,15,44,rural,17484.39,nurse,0.179,0.55,20,1,17.585369999999998,0.5895,0
19,1316.91,0.785,15,52,urban,85878.07,driver,0.364,0.724,19,0,25.02129,0.5745,0
14,50.0,0.934,11,38,rural,25302.48,artisan,0.332,0.605,11,0,0.7,0.633,0
16,778.22,1.0,3,42,rural,49407.38,nurse,0.171,0.524,5,0,12.45152,0.5855,0
13,1245.53,0.913,3,45,rural,38568.29,student,0.156,0.505,17,0,16.19189,0.5345,0
17,1160.85,0.826,10,32,urban,45307.03,gig_worker,0.142,0.55,5,1,19.734449999999995,0.484,0
25,572.15,0.646,8,21,rural,39759.03,gig_worker,0.139,0.469,4,1,14.30375,0.3925,0
14,1291.05,0.724,12,46,rural,59373.37,driver,0.341,1.032,11,0,18.0747,0.5325,0
17,1309.6,0.883,11,26,rural,58901.84,teacher,0.423,0.508,0,0,22.263199999999998,0.653,0
21,263.32,1.0,8,44,urban,44122.64,driver,0.333,0.961,8,1,5.52972,0.6665,0
22,794.02,0.734,2,43,urban,25719.49,farmer,0.111,0.749,8,0,17.468439999999998,0.4225,0
15,947.52,0.714,14,36,rural,31761.8,artisan,0.098,0.372,7,1,14.2128,0.40599999999999997,0
29,940.37,0.907,1,45,urban,13633.45,driver,0.439,0.53,6,1,27.27073,0.673,0
21,1255.72,0.683,1,34,urban,35980.27,driver,0.232,0.742,18,0,26.37012,0.4575,0
21,643.38,0.899,11,60,rural,10204.35,nurse,0.11,0.559,0,0,13.51098,0.5045000000000001,0
16,1667.91,0.666,1,58,urban,45939.25,teacher,0.234,0.715,11,0,26.68656,0.45,0
17,653.03,0.867,3,59,urban,47327.97,driver,0.019,0.344,12,1,11.101510000000001,0.443,0
23,283.0,0.762,1,37,urban,60094.54,farmer,0.043,0.69,19,1,6.509,0.4025,0
17,736.65,0.841,8,57,rural,20038.46,nurse,0.128,0.658,10,0,12.52305,0.4845,0
19,977.07,0.965,8,56,urban,21260.48,teacher,0.354,1.023,11,0,18.56433,0.6595,0
18,260.65,0.803,9,40,rural,69444.62,teacher,0.177,0.559,7,0,4.6917,0.49,0
14,696.37,0.893,4,49,urban,17362.85,small_business,0.325,0.808,10,1,9.74918,0.609,0
21,229.92,0.695,8,50,urban,78921.89,gig_worker,0.247,0.914,8,1,4.82832,0.471,0
13,1201.58,0.721,7,22,rural,25369.85,artisan,0.013,0.875,0,0,15.620539999999998,0.367,0
18,761.26,0.623,4,60,urban,25495.65,farmer,0.456,0.887,10,0,13.70268,0.5395,0
17,50.0,0.809,1,51,rural,57170.58,gig_worker,0.038,0.667,9,1,0.85,0.42350000000000004,0
18,1369.02,0.873,12,57,urban,51889.05,nurse,0.132,0.757,3,0,24.64236,0.5025,0
24,264.71,0.89,11,28,urban,71547.66,nurse,0.149,0.574,9,1,6.353039999999999,0.5195,0
26,2183.46,1.0,13,20,urban,7956.53,farmer,0.34,0.786,17,1,56.76996,0.67,0
18,508.28,0.906,3,50,urban,51605.44,teacher,0.127,0.483,5,1,9.14904,0.5165,0
20,560.83,0.742,8,28,rural,41172.48,student,0.089,0.536,20,0,11.2166,0.4155,0
24,930.21,1.0,8,33,rural,22618.9,driver,0.348,1.049,18,0,22.32504,0.6739999999999999,0
28,50.0,0.678,12,35,urban,75866.51,farmer,0.178,0.851,2,1,1.4,0.42800000000000005,0
18,1070.21,0.856,2,47,rural,46236.3,nurse,0.315,0.399,4,1,19.26378,0.5855,0
12,1200.6,1.0,7,27,rural,40868.72,gig_worker,0.582,0.745,6,1,14.4072,0.7909999999999999,0
25,1303.14,0.92,1,35,urban,50172.11,artisan,0.154,0.501,0,0,32.578500000000005,0.537,0
17,990.36,0.444,4,55,urban,10889.62,farmer,0.286,0.804,1,1,16.836119999999998,0.365,0
17,895.54,0.942,14,36,rural,19525.09,teacher,0.037,0.749,0,0,15.22418,0.4895,0
21,91.27,0.721,14,53,rural,36012.82,artisan,0.132,0.718,12,0,1.9166699999999999,0.4265,0
24,1096.58,0.683,15,30,rural,47695.23,artisan,0.265,0.565,13,0,26.317919999999997,0.47400000000000003,0
